Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
FWD,AB Disruptors ETF,Equity,"$543,962,000",-14.83%,"203,732",$67.45,0.10%,No,False,1.25%,-9.15%,-0.37%,N/A,N/A,"$130,729,862.00","$6,761,570.00","$27,208,298.00","$310,408,777.00","$533,631,108.00","$533,631,108.00",Large Cap Growth Equities,2023-03-22,0.65%,N/A,$1.50,2024-12-17,$1.50,2.23%,0.00,0.00,104,24.31%,40%,20%,1099,$61.04,$77.54,N/A,N/A,42.10,N/A,B,N/A,N/A,C+,N/A,6.47,15.75%,50.66%,193.11,8.60%,5.69%
FHEQ,Fidelity Hedged Equity ETF,Equity,"$534,111,000",-6.94%,"132,816",$25.50,-0.47%,No,False,-1.51%,-4.01%,5.28%,N/A,N/A,"$92,777,360.20","$168,962,981.25","$172,160,581.93","$516,867,250.86","$521,864,049.83","$521,864,049.83",Volatility Hedged Equity,2024-04-09,0.48%,N/A,$0.19,2025-03-21,$0.06,0.76%,N/A,N/A,175,37.46%,40%,20%,1099,$25.05,$27.22,$25.45,$25.59,38.36,A,B+,N/A,N/A,N/A,N/A,6.45,15.00%,49.77%,62.58,13.52%,6.80%
SSUS,Day Hagan/Ned Davis Research Smart Sector ETF,Equity,"$520,608,000",-8.82%,"50,930",$38.36,0.26%,No,False,0.47%,-5.77%,5.47%,4.27%,12.90%,"-$36,102,250.00",$0.00,"-$9,008,750.00","-$121,164,750.00","-$18,855,855.00","$370,135,645.00",Large Cap Growth Equities,2020-01-17,0.80%,N/A,$0.29,2024-12-27,$0.29,0.75%,0.05,0.79,17,95.20%,40%,20%,1099,$36.31,$42.69,N/A,N/A,41.95,B+,C,N/A,A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
RPAR,RPAR Risk Parity ETF,Multi-Asset,"$517,497,000",1.39%,"57,963",$18.87,0.11%,No,False,2.87%,-3.59%,3.85%,-2.84%,1.23%,"-$20,244,735.00",$0.00,"-$7,462,822.50","-$105,666,390.00","-$743,867,347.50","$421,423,115.00",Hedge Fund,2019-12-13,0.50%,N/A,$0.50,2025-03-27,$0.08,2.67%,0.04,0.61,90,66.03%,40%,20%,1099,$18.14,$20.16,$18.75,$18.94,44.90,A,A-,N/A,B+,B+,N/A,6.08,13.06%,37.93%,225.43,3.80%,2.30%
HMOP,Hartford Municipal Opportunities ETF,Bond,"$514,950,000",-1.23%,"87,057",$37.89,0.32%,No,False,0.61%,-1.48%,1.38%,2.41%,1.52%,"$21,964,530.00","$3,730,362.50","$10,444,737.50","$123,928,182.50","$264,181,247.50","$417,335,242.50",National Munis,2017-12-13,0.29%,N/A,$1.26,2025-03-28,$0.10,3.34%,0.00,0.12,530,15.58%,40%,20%,1099,$37.37,$38.95,N/A,N/A,42.10,B,B-,N/A,B,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TAXF,American Century Diversified Municipal Bond ETF,Bond,"$507,614,000",-2.61%,"53,783",$48.40,-0.02%,No,False,0.50%,-2.60%,0.20%,1.55%,1.31%,$0.00,$0.00,$0.00,"$86,173,565.00","$308,624,755.00","$481,318,025.00",National Munis,2018-09-10,0.29%,N/A,$1.74,2025-04-01,$0.14,3.57%,0.00,0.16,726,5.54%,40%,20%,1099,$47.57,$50.32,$48.25,$48.53,38.48,B,B-,N/A,B,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SEIV,SEI Enhanced U.S. Large Cap Value Factor ETF,Equity,"$506,633,000",-7.55%,"44,844",$30.47,0.79%,No,False,1.80%,-5.17%,6.05%,N/A,N/A,"$45,520,049.74","$9,790,519.05","$21,981,845.47","$55,214,838.94","$478,053,216.77","$478,053,216.77",Large Cap Value Equities,2022-05-18,0.15%,N/A,$0.61,2025-04-03,$0.16,2.00%,0.00,1.13,119,27.35%,40%,20%,1099,$28.49,$33.91,N/A,N/A,43.16,B,A-,A,B,C+,N/A,6.49,53.29%,51.25%,72.63,15.65%,3.38%
SEIM,SEI Enhanced U.S. Large Cap Momentum Factor ETF,Equity,"$505,397,000",-11.95%,"52,719",$33.94,-0.18%,No,False,0.06%,-6.40%,12.57%,N/A,N/A,"$42,555,503.62","$13,677,861.93","$27,743,782.79","$17,476,633.00","$445,167,821.66","$445,167,821.66",Large Cap Blend Equities,2022-05-18,0.15%,N/A,$0.22,2025-04-03,$0.06,0.65%,0.05,-0.96,66,37.75%,40%,20%,1099,$31.76,$38.36,N/A,N/A,41.72,C+,A,C,B,N/A,N/A,6.22,13.58%,41.43%,188.25,8.47%,7.82%
OSCV,Opus Small Cap Value ETF,Equity,"$499,060,000",-9.62%,"63,010",$33.37,0.45%,No,False,3.44%,-4.29%,0.23%,2.40%,13.66%,"$75,036,495.00","$4,950,780.00","$16,447,492.50","$240,904,927.50","$322,800,230.00","$443,989,950.00",Small Cap Growth Equities,2018-07-18,0.80%,N/A,$0.44,2025-03-28,$0.07,1.32%,14.50,1.00,70,24.89%,40%,20%,1099,$31.21,$36.39,$33.24,$33.55,43.74,C+,C,N/A,N/A,B+,N/A,5.41,12.59%,26.46%,84.02,4.32%,5.65%
CSHI,NEOS Enhanced Income 1-3 Month T-Bill ETF,Bond,"$497,122,000",0.85%,"198,741",$49.59,0.12%,No,False,0.45%,0.08%,4.99%,N/A,N/A,"$4,815,062.00","-$13,341,963.00","-$20,096,788.00","$139,220,477.00","$501,064,149.00","$501,064,149.00",Government Bonds,2022-08-30,0.38%,N/A,$2.76,2025-03-26,$0.21,5.57%,0.00,-0.12,17,82.33%,40%,20%,1099,$48.99,$49.97,$49.56,$49.62,54.23,N/A,A+,N/A,N/A,N/A,N/A,5.86,0.00%,33.18%,1.56,0.00%,0.00%
JPHY,JPMORGAN HIGH YIELD RESEARCH ENHANCED ETF,Bond,"$479,968,000",3.67%,"82,287",$45.45,0.82%,No,False,0.29%,3.67%,-4.36%,0.57%,2.50%,$0.00,$0.00,$0.00,$0.00,"-$225,829,000.00","$496,710,000.00",High Yield Bonds,2016-09-14,0.24%,N/A,$2.32,2021-11-01,$0.19,4.48%,0.00,0.38,736,9.66%,40%,20%,1099,$44.24,$46.02,$45.29,$45.53,59.10,B+,A,A-,C+,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GSPY,Gotham Enhanced 500 ETF,Equity,"$478,264,000",-9.68%,"16,673",$28.86,0.17%,No,False,0.15%,-6.77%,5.34%,7.53%,N/A,"$21,627,385.00",$0.00,$0.00,"$58,930,857.50","$148,766,445.00","$413,367,060.00",Large Cap Blend Equities,2020-12-28,0.50%,N/A,$0.27,2024-12-10,$0.27,0.93%,0.04,0.98,502,36.61%,40%,20%,1099,$27.31,$32.37,N/A,N/A,41.26,B+,B,A-,B,C+,N/A,6.33,22.72%,44.65%,69.19,15.06%,6.20%
EYLD,Cambria Emerging Shareholder Yield ETF,Equity,"$471,366,000",-1.87%,"76,240",$30.73,0.69%,No,False,5.22%,-6.04%,-4.62%,4.75%,11.31%,"$19,788,740.00","-$7,627,275.00","$11,867,340.00","$186,872,615.00","$389,084,615.00","$457,980,115.00",Emerging Markets Equities,2016-07-14,0.63%,Interactive Brokers,$1.41,2024-12-20,$0.39,4.60%,5.84,0.79,104,14.90%,40%,20%,1099,$27.90,$33.92,$30.22,$31.08,46.99,B-,C+,N/A,B-,B+,N/A,5.19,1.95%,23.67%,530.69,7.07%,2.44%
LQDH,iShares Interest Rate Hedged Corporate Bond ETF,Bond,"$471,294,000",-0.90%,"71,197",$90.58,-0.18%,No,False,0.97%,-1.55%,4.15%,6.17%,5.54%,"$39,006,665.00","-$44,939,250.00","-$54,078,320.00","$164,714,430.00","-$733,250,720.00","$265,531,760.00",Corporate Bonds,2014-05-27,0.24%,N/A,$6.52,2025-04-02,$0.48,7.19%,0.00,0.29,2,100.00%,40%,20%,1099,$89.00,$93.10,$90.22,$90.90,44.27,B,C+,C,B,B-,C,6.52,55.67%,52.57%,145.69,10.50%,1.68%
RLY,SPDR SSgA Multi-Asset Real Return ETF,Alternatives,"$469,867,000",2.81%,"104,203",$27.78,1.09%,No,False,4.44%,-1.42%,3.50%,-0.52%,12.97%,"-$27,169,158.39","$4,395,521.74","-$2,406,062.76","-$64,600,900.93","$188,925,628.27","$421,443,460.06",Hedge Fund,2012-04-25,0.50%,Charles Schwab,$0.86,2024-12-26,$0.44,3.14%,0.04,0.70,12,99.73%,40%,20%,1099,$25.97,$29.42,$27.55,$27.95,50.53,A,A,B+,B+,A-,B+,6.71,75.75%,60.73%,535.25,9.21%,2.12%
PMAY,Innovator U.S. Equity Power Buffer ETF - May,Equity,"$464,403,000",-4.78%,"35,127",$34.19,0.09%,No,False,-0.53%,-4.42%,5.17%,4.29%,N/A,"-$41,123,825.00","-$890,110.00","-$13,071,362.50","$14,818,517.50","$193,921,355.00","$358,279,436.87",Volatility Hedged Equity,2020-05-01,0.79%,N/A,$0.00,N/A,N/A,0.00%,0.05,0.45,2,100.00%,40%,20%,1099,$33.19,$36.99,N/A,N/A,41.60,B-,C+,N/A,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
QDEC,FT Vest Nasdaq-100 Buffer ETF - December,Equity,"$464,202,000",-8.71%,"110,487",$25.14,-0.12%,No,False,0.04%,-5.28%,3.50%,5.64%,N/A,"$18,883,600.00","-$6,393,650.00","-$31,260,600.00","$95,320,200.00","$342,740,300.00","$428,925,000.00",Large Cap Blend Equities,2020-12-18,0.90%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.84,2,100.00%,40%,20%,1099,$24.06,$27.48,N/A,N/A,41.99,A,C+,B+,B-,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FLRT,Pacer Pacific Asset Floating Rate High Income ETF,Bond,"$463,396,000",-0.58%,"153,040",$46.50,0.19%,No,False,1.17%,-0.96%,5.20%,6.67%,6.63%,"$42,109,032.00","-$3,700,772.00","-$35,105,818.00","$242,404,490.00","$393,100,590.00","$446,024,562.00",High Yield Bonds,2015-02-18,0.60%,N/A,$3.69,2025-03-27,$0.26,7.94%,0.00,0.25,173,20.05%,40%,20%,1099,$45.74,$47.49,N/A,N/A,45.47,B,C,B+,A,C+,C+,0.0,N/A,N/A,N/A,N/A,N/A
AVGE,Avantis All Equity Markets ETF,Equity,"$459,705,000",-6.31%,"40,119",$67.80,0.82%,No,False,2.90%,-5.31%,4.10%,N/A,N/A,"$42,168,826.50","$2,348,102.75","$18,336,868.75","$130,555,105.25","$424,745,538.75","$424,745,538.75",Global Equities,2022-09-27,0.23%,N/A,$1.39,2024-12-19,$0.76,2.07%,0.09,1.03,15,95.22%,40%,20%,1099,$62.94,$75.11,$67.42,$68.19,43.91,A-,A,N/A,N/A,B,N/A,6.39,13.73%,47.12%,175.32,6.05%,5.29%
MODL,VictoryShares WestEnd U.S. Sector ETF,Equity,"$456,969,000",-8.76%,"64,357",$36.63,-0.14%,No,False,-0.05%,-5.75%,7.98%,N/A,N/A,"$61,379,767.59","-$8,502,556.80","$7,131,282.14","$122,926,704.16","$386,824,598.16","$386,824,598.16",Large Cap Blend Equities,2022-10-12,0.46%,N/A,$0.33,2025-04-10,$0.04,0.90%,0.00,-0.92,322,37.56%,40%,20%,1099,$34.90,$40.66,N/A,N/A,41.08,B,B,N/A,B+,B+,N/A,6.31,0.00%,44.19%,21.74,8.52%,5.37%
DFSB,Dimensional Global Sustainability Fixed Income ETF,Bond,"$453,331,000",0.86%,"34,756",$51.29,-0.10%,No,False,0.90%,0.12%,5.06%,N/A,N/A,"$38,375,248.77",$0.00,"$2,567,461.28","$162,959,091.50","$449,497,796.50","$449,497,796.50",Total Bond Market,2022-11-15,0.24%,N/A,$2.07,2025-03-25,$0.06,4.04%,0.00,-0.50,599,15.84%,40%,20%,1099,$50.62,$51.97,$51.24,$51.39,50.54,B,A-,N/A,A-,B+,N/A,6.82,82.14%,65.39%,12.76,4.00%,1.37%
MMIN,NYLI MacKay Muni Insured ETF,Bond,"$449,282,000",-2.23%,"107,516",$23.09,-0.17%,No,False,0.30%,-2.44%,0.18%,0.84%,0.12%,"-$26,233,969.50","$4,615,985.00","-$17,856,059.50","$13,833,202.00","$88,652,798.00","$429,950,255.50",National Munis,2017-10-18,0.30%,N/A,$0.93,2025-04-01,$0.08,4.02%,0.00,0.13,282,10.90%,40%,20%,1099,$22.71,$24.00,$23.03,$23.18,40.96,A-,B-,N/A,B-,A-,N/A,0.0,N/A,N/A,N/A,N/A,N/A
JANW,AllianzIM U.S. Large Cap Buffer20 Jan ETF,Equity,"$444,456,000",-3.96%,"52,054",$32.30,0.19%,No,False,0.34%,-2.91%,4.12%,7.79%,N/A,"$297,340,612.50","$2,429,880.00","$3,294,497.50","$37,934,915.00","$289,122,400.00","$393,766,375.00",Volatility Hedged Equity,2020-12-31,0.74%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.33,2,100.00%,40%,20%,1099,$31.41,$34.04,N/A,N/A,42.81,B+,B,A-,A,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
FSMB,First Trust Short Duration Managed Municipal ETF,Bond,"$442,377,000",-0.03%,"113,530",$19.68,0.00%,No,False,0.48%,-0.99%,2.46%,1.98%,1.50%,"$16,850,850.00","-$2,958,300.00","$1,971,050.00","$31,702,350.00","$192,890,826.50","$411,752,125.00",National Munis,2018-11-01,0.55%,N/A,$0.59,2025-03-27,$0.05,3.00%,0.00,0.07,442,10.12%,40%,20%,1099,$19.57,$20.01,N/A,N/A,42.46,A-,C,N/A,A-,B+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PTRB,PGIM Total Return Bond ETF,Bond,"$439,952,000",1.33%,"69,711",$41.03,-0.24%,No,False,0.79%,-0.78%,6.40%,1.66%,N/A,"$92,730,275.00","$3,058,475.00","$18,738,100.00","$224,889,450.00","$366,596,742.50","$430,638,855.00",Total Bond Market,2021-12-08,0.49%,N/A,$2.06,2025-04-01,$0.17,5.01%,0.00,0.35,814,26.71%,40%,20%,1099,$40.61,$42.03,$40.97,$41.16,46.24,B-,B-,N/A,B-,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
HTAB,Hartford Schroders Tax-Aware Bond ETF,Bond,"$434,146,000",-2.45%,"156,844",$18.72,-0.27%,No,False,0.59%,-2.09%,1.01%,1.63%,0.26%,"$3,927,735.00","-$2,811,150.00","-$5,689,860.00","$194,631,260.00","$354,083,580.00","$394,771,865.00",Total Bond Market,2018-04-18,0.39%,N/A,$0.70,2025-03-28,$0.06,3.72%,0.00,0.14,244,25.42%,40%,20%,1099,$18.37,$19.46,$18.69,$18.77,42.96,B-,B-,N/A,B+,B,N/A,0.0,N/A,N/A,N/A,N/A,N/A
KORP,American Century Diversified Corporate Bond ETF,Bond,"$433,811,000",1.27%,"58,933",$45.96,-0.04%,No,False,1.12%,-0.64%,7.14%,3.02%,1.72%,"$55,209,380.00","$18,157,080.00","$36,580,290.00","$205,551,630.00","$294,100,820.00","$345,839,134.40",Corporate Bonds,2018-01-11,0.29%,N/A,$2.36,2025-04-01,$0.19,5.13%,0.00,0.21,307,14.26%,40%,20%,1099,$45.26,$47.08,$45.86,$46.06,47.78,C+,C+,B-,B+,B+,N/A,6.49,83.46%,51.40%,238.03,8.30%,2.24%
TBUX,T. Rowe Price Ultra Short-Term Bond ETF,Bond,"$427,613,000",1.37%,"95,511",$49.67,0.06%,No,False,0.18%,0.26%,5.95%,4.98%,N/A,"$125,321,879.10","$21,056,417.80","$42,155,714.82","$275,484,109.91","$393,116,445.60","$406,784,038.12",Total Bond Market,2021-09-28,0.17%,N/A,$2.60,2025-03-26,$0.19,5.25%,0.00,0.02,521,15.34%,40%,20%,1099,$49.54,$49.69,$49.64,$49.70,61.59,C+,A-,N/A,A,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
BTAL,AGF U.S. Market Neutral Anti-Beta Fund,Alternatives,"$417,408,000",12.72%,"872,751",$20.83,-1.14%,No,False,0.00%,3.12%,13.38%,6.40%,-2.39%,"$31,728,725.00","$22,720.00","$7,072,480.00","$178,014,540.00","$319,030,580.00","$360,890,135.00",Long-Short,2011-09-13,1.43%,N/A,$0.64,2024-12-30,$0.64,3.08%,0.04,-0.51,202,101.89%,40%,20%,1099,$19.59,$21.68,$20.75,$20.99,55.15,A+,C,B,C+,B+,C+,0.0,N/A,N/A,N/A,N/A,N/A
NVDU,Direxion Daily NVDA Bull 2X Shares,Equity,"$415,024,000",-53.63%,"1,684,160",$43.12,-6.06%,No,2x,-12.34%,-35.29%,-11.03%,N/A,N/A,"$136,063,350.00","$11,130,900.00","$18,663,075.00","$554,992,725.00","$616,137,625.00","$616,137,625.00",Leveraged Equities,2023-09-13,0.97%,N/A,$15.93,2025-03-25,$0.42,36.95%,N/A,N/A,2,100.00%,40%,20%,1099,$37.22,$66.07,$41.43,$45.28,39.99,A,C,N/A,A,B-,N/A,6.58,65.91%,55.21%,2.63,0.00%,11.84%
PSFF,Pacer Swan SOS Fund of Funds ETF,Equity,"$410,771,000",-5.60%,"94,819",$27.65,0.47%,No,False,0.29%,-3.62%,4.22%,7.51%,N/A,"$7,895,735.00","$2,064,547.50","-$18,090,902.50","$107,117,820.00","$269,740,605.76","$371,996,735.50",Large Cap Blend Equities,2020-12-29,0.75%,N/A,$0.00,2022-12-23,$0.00,0.00%,0.03,0.44,13,93.74%,40%,20%,1099,$26.75,$29.46,N/A,N/A,42.55,A,C+,B,C+,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
OSEA,Harbor International Compounders ETF,Equity,"$407,839,000",1.08%,"163,676",$26.13,1.16%,No,False,3.65%,-4.04%,0.02%,N/A,N/A,"$161,846,000.00","$3,165,000.00","$84,078,500.00","$331,197,250.00","$419,149,250.00","$419,149,250.00",N/A,2022-09-06,0.55%,N/A,$0.13,2024-12-20,$0.13,0.51%,28.10,-1.04,30,46.11%,40%,20%,1099,$24.29,$27.79,$26.00,$26.29,48.46,A-,B,B,B-,B,N/A,8.23,96.79%,98.92%,87.44,10.52%,8.61%
OCTW,AllianzIM U.S. Large Cap Buffer20 Oct ETF,Equity,"$407,415,000",-3.90%,"45,376",$34.17,0.18%,No,False,0.53%,-2.90%,1.67%,7.72%,N/A,"$5,657,847.50",$0.00,"-$12,909,412.50","$280,952,130.00","$342,864,305.00","$352,260,265.00",Volatility Hedged Equity,2020-09-30,0.74%,N/A,$0.00,N/A,N/A,0.00%,0.05,0.28,2,100.00%,40%,20%,1099,$33.29,$35.97,N/A,N/A,42.86,B+,B,A-,A,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
IETC, iShares U.S. Tech Independence Focused ETF,Equity,"$404,710,000",-15.95%,"68,252",$71.66,-0.79%,No,False,-0.80%,-8.25%,6.43%,12.91%,18.27%,"$97,049,869.95",$0.00,"$213,406.65","$180,270,604.10","$236,259,598.05","$299,166,693.05",Technology Equities,2018-03-21,0.18%,N/A,$0.43,2025-03-18,$0.06,0.59%,29.18,1.12,121,56.40%,40%,20%,1099,$67.00,$81.15,N/A,N/A,42.01,B-,A,A-,B+,B+,N/A,6.8,66.75%,64.43%,20.37,13.41%,8.06%
AMZA,InfraCap MLP ETF,Equity,"$399,643,000",1.70%,"45,065",$42.73,1.79%,No,False,8.89%,-8.66%,17.66%,19.31%,39.74%,"$4,004,450.00","-$2,096,750.00","-$3,117,475.00","-$6,368,750.00","-$22,901,950.00","$62,986,900.00",MLPs,2014-10-01,2.75%,N/A,$2.95,2025-03-20,$0.29,7.01%,0.09,2.00,27,94.28%,40%,20%,1099,$37.17,$50.94,$42.21,$43.26,44.67,N/A,C,N/A,N/A,A+,N/A,5.79,20.44%,32.00%,435.22,0.00%,0.12%
HEQT,Simplify Hedged Equity ETF,Equity,"$397,226,000",-4.46%,"174,576",$28.09,0.11%,No,False,0.68%,-2.27%,9.39%,8.55%,N/A,"$126,434,425.00","-$4,847,250.00","$5,247,100.00","$247,758,175.00","$359,440,050.00","$383,723,700.00",Volatility Hedged Equity,2021-11-01,0.44%,N/A,$0.36,2025-03-26,$0.08,1.28%,0.05,0.42,3,100.00%,40%,20%,1099,$27.36,$29.20,$28.01,$28.17,43.18,A,B+,N/A,A,B+,N/A,6.42,73.59%,48.45%,94.23,12.09%,6.96%
JPRE,JPMorgan Realty Income ETF,Equity,"$396,331,000",-1.11%,"34,879",$46.55,1.48%,No,False,5.17%,-2.09%,17.84%,N/A,N/A,"$42,388,000.00",$0.00,"$6,016,250.00","$46,308,750.00","-$453,806,472.05","-$899,471,670.22",Real Estate,2022-05-23,0.50%,N/A,$1.09,2025-03-25,$0.21,2.38%,16.95,1.40,32,61.81%,40%,20%,1099,$43.20,$49.74,$46.31,$46.82,48.63,A-,B+,C,C+,A,N/A,6.51,85.55%,52.12%,101.46,3.55%,21.24%
SIXA,ETC 6 Meridian Mega Cap Equity ETF,Equity,"$392,999,000",1.61%,"49,871",$44.71,1.11%,No,False,2.38%,-2.58%,14.92%,10.28%,N/A,"$117,352,571.75","$4,491,771.76","$7,891,504.55","$144,614,829.38","$180,963,647.33","$303,986,651.35",Large Cap Blend Equities,2020-05-08,0.47%,N/A,$0.85,2025-03-27,$0.12,1.90%,0.07,0.76,53,36.07%,40%,20%,1099,$42.29,$47.85,$44.37,$45.02,47.11,B-,C,B,A-,C+,N/A,6.2,13.17%,40.96%,195.58,24.20%,2.72%
UTES,Virtus Reaves Utilities ETF,Equity,"$390,199,000",1.62%,"106,927",$64.53,0.75%,No,False,3.81%,-0.29%,38.46%,11.37%,14.38%,"$108,456,300.00",$0.00,"$2,986,250.00","$308,015,350.00","$324,451,950.00","$331,284,450.00",Utilities Equities,2015-09-23,0.49%,N/A,$0.96,2025-03-20,$0.26,1.50%,0.04,0.55,22,66.92%,40%,20%,1099,$60.01,$67.42,$64.08,$65.13,50.33,N/A,B,N/A,N/A,B-,N/A,5.73,26.00%,30.90%,2326.58,64.60%,3.02%
HYGH,iShares Interest Rate Hedged High Yield Bond ETF,Bond,"$387,199,000",-1.43%,"95,933",$83.64,0.30%,No,False,1.65%,-1.59%,6.87%,7.32%,7.63%,"$10,819,020.00","-$8,331,745.00","-$37,119,480.00","$170,354,190.00","$235,518,385.00","$312,923,305.00",High Yield Bonds,2014-05-27,0.52%,N/A,$6.50,2025-04-02,$0.51,7.81%,0.00,0.38,2,100.00%,40%,20%,1099,$80.22,$86.98,$83.36,$83.87,47.84,B-,C+,C,B-,B-,C,5.5,47.28%,27.73%,244.91,7.63%,2.76%
UDEC,Innovator U.S. Equity Ultra Buffer ETF - December,Equity,"$381,752,000",-4.53%,"167,654",$33.50,0.24%,No,False,0.42%,-2.53%,1.81%,4.35%,5.65%,"$249,687,050.00","-$12,484,980.00","$103,850,790.00","$301,123,677.50","$329,357,527.50","$345,944,335.00",Large Cap Blend Equities,2019-11-29,0.79%,N/A,$0.00,N/A,N/A,0.00%,0.03,0.31,2,100.00%,40%,20%,1099,$32.75,$35.07,N/A,N/A,42.09,B,C,B,A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
CAOS,Alpha Architect Tail Risk ETF,Multi-Asset,"$376,696,000",2.04%,"29,751",$89.33,-0.20%,No,False,-1.07%,1.58%,6.89%,N/A,N/A,"$69,713,957.00","$10,707,225.00","$37,271,616.00","$175,040,378.00","$168,964,678.78","$260,681,376.38",Hedge Fund,2023-03-06,0.63%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,3,100.00%,40%,20%,1099,$86.97,$90.97,N/A,N/A,54.43,B-,B,N/A,A,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TMFG,Motley Fool Global Opportunities ETF,Equity,"$370,842,000",-3.59%,"17,971",$27.31,0.89%,No,False,3.01%,-2.60%,7.62%,5.56%,N/A,"-$15,189,517.50",$0.00,"-$1,274,835.00","-$36,137,042.51","-$135,191,620.01","-$170,703,850.41",Global Equities,2021-12-10,0.85%,N/A,$3.95,2024-12-17,$3.95,14.46%,0.04,1.10,45,42.48%,40%,20%,1099,$25.50,$29.04,N/A,N/A,46.91,B+,C+,N/A,B,A,N/A,7.08,62.17%,75.91%,76.76,5.87%,6.33%
DECW,AllianzIM U.S. Large Cap Buffer20 Dec ETF,Equity,"$364,293,000",-4.01%,"61,444",$29.20,0.14%,No,False,0.34%,-2.65%,1.81%,N/A,N/A,"$25,615,115.00","-$17,505.00","-$14,910,527.50","$295,994,057.50","$357,005,802.50","$357,005,802.50",Volatility Hedged Equity,2022-11-30,0.74%,N/A,$0.00,2024-01-16,$0.36,0.00%,0.00,-0.52,2,100.00%,40%,20%,1099,$28.44,$30.66,N/A,N/A,42.73,A,B,N/A,A-,C+,N/A,0.0,N/A,N/A,N/A,N/A,N/A
NTSI,WisdomTree International Efficient Core Fund,Multi-Asset,"$363,051,000",6.71%,"17,975",$37.37,0.86%,No,False,5.36%,-3.11%,9.06%,4.41%,N/A,"$14,495,300.00",$0.00,$0.00,"$33,141,670.00","$244,790,200.00","$339,515,701.72",Diversified Portfolio,2021-05-20,0.26%,N/A,$0.94,2025-03-26,$0.12,2.51%,0.07,0.92,455,20.58%,40%,20%,1099,$34.37,$39.84,$37.23,$37.53,50.89,A-,A,C,C+,B+,N/A,7.74,100.00%,93.29%,76.51,13.62%,6.15%
LRGE,ClearBridge Large Cap Growth ESG ETF,Equity,"$361,416,000",-12.89%,"17,824",$65.56,-0.94%,No,False,-1.64%,-7.68%,1.78%,9.82%,13.84%,"$11,491,043.13","-$77,868.07","-$107,408.05","$143,767,714.70","$124,848,263.01","$81,809,388.68",Large Cap Growth Equities,2017-05-22,0.48%,N/A,$0.13,2024-12-26,$0.13,0.20%,35.03,1.06,43,50.54%,40%,20%,1099,$62.81,$73.94,$65.36,$65.93,39.61,B,C+,A,C+,C+,N/A,6.81,84.11%,64.92%,26.63,9.03%,9.99%
AIVL,WisdomTree U.S. AI Enhanced Value Fund,Equity,"$361,270,000",-2.97%,"3,392",$103.02,0.57%,No,False,2.37%,-5.01%,8.85%,3.78%,11.38%,"-$5,451,575.00",$0.00,$0.00,"-$18,939,035.00","-$135,960,337.50","-$367,556,650.00",Large Cap Value Equities,2006-06-16,0.38%,N/A,$2.13,2025-03-26,$0.36,2.08%,16.99,0.95,104,30.19%,40%,20%,1099,$96.84,$114.30,N/A,N/A,43.35,B-,B,C+,A-,B,N/A,6.38,29.83%,46.56%,146.76,14.62%,3.44%
QSPT,FT Vest Nasdaq-100 Buffer ETF - September,Equity,"$360,542,000",-7.81%,"40,114",$25.49,0.08%,No,False,-0.11%,-5.30%,3.72%,9.99%,N/A,"$20,754,600.00","-$1,291,800.00","-$11,667,350.00","$83,908,450.00","$289,188,800.00","$312,468,450.00",Volatility Hedged Equity,2021-09-17,0.90%,N/A,$0.00,N/A,N/A,0.00%,0.04,0.89,3,100.00%,40%,20%,1099,$24.36,$27.78,N/A,N/A,42.42,A-,C+,A-,B-,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
